match_id,match_date,league,home_team,away_team,rule_name,channel,bet_type,odds,hit,pnl,hcap,rank_gap,had_d,hhad_d,home_recent_win_by_1_rate,away_recent_loss_by_1_rate,away_recent_ga_per_match,h2h_draw_rate,h2h_one_goal_margin_rate,recent_low_scoring_sum
202411100004,2024-11-10,日职,浦和红钻,广岛三箭,DRAW_V32_CORE,draw,draw,3.65,False,-100.0,-0.75,10,3.65,3.2,0.16666666666666666,0.3333333333333333,1.1666666666666667,0.24444444444444444,0.5,1.1666666666666667
202411192002,2024-11-19,世预赛,印尼,沙特,DRAW_V32_CORE,draw,draw,3.2,False,-100.0,-0.5,,3.2,3.3,0.0,0.16666666666666666,1.0,0.3333333333333333,0.5,1.1666666666666665
202411225001,2024-11-22,澳超,珀斯,西部联,DRAW_V32_CORE,draw,draw,3.8,False,-100.0,-0.75,,3.8,3.7,0.0,0.5,1.6666666666666667,0.08333333333333333,0.8333333333333334,1.0
202411236022,2024-11-23,英冠,西布罗姆,诺维奇,DRAW_V32_CORE,draw,draw,3.38,True,238.0,0.5,,3.38,3.45,0.16666666666666666,0.16666666666666666,2.0,0.16666666666666666,0.5,1.3333333333333335
202411236020,2024-11-23,英超,埃弗顿,布伦特,DRAW_V32_CORE,draw,draw,3.25,True,225.0,0.25,,3.25,3.85,0.16666666666666666,0.3333333333333333,2.1666666666666665,0.25,0.5,1.0
202411236011,2024-11-23,意甲,维罗纳,国际米兰,HDRAW_V32_CORE,hdraw,handicap_draw,3.5,False,-100.0,-1.25,13,4.2,3.5,0.3333333333333333,0.0,0.8333333333333334,0.21052631578947367,0.3333333333333333,0.8333333333333333
202411236010,2024-11-23,法乙,巴黎FC,阿纳西,DRAW_V32_CORE,draw,draw,3.7,True,270.0,0.75,,3.7,3.25,0.16666666666666666,0.0,1.6666666666666667,0.4,0.4,1.0
202411236005,2024-11-23,澳超,布里斯班,阿德莱德,DRAW_V32_CORE,draw,draw,3.9,False,-100.0,-0.5,,3.9,4.0,0.0,0.16666666666666666,1.3333333333333333,0.1875,0.5,1.3333333333333333
202411240016,2024-11-24,英冠,斯旺西,利兹联,DRAW_V32_CORE,draw,draw,3.4,False,-100.0,-0.75,8,3.4,3.3,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.1,0.5,1.5
202411240013,2024-11-24,法甲,里尔,雷恩,DRAW_V32_CORE,draw,draw,3.32,False,-100.0,0.5,4,3.32,3.45,0.0,0.16666666666666666,2.0,0.4375,0.16666666666666666,1.1666666666666665
202411240012,2024-11-24,意甲,科莫,佛罗伦萨,DRAW_V32_CORE,draw,draw,3.4,False,-100.0,-0.5,10,3.4,3.6,0.0,0.16666666666666666,1.0,0.0,0.5,1.0
202411240003,2024-11-24,韩职,大邱FC,仁川联,DRAW_V32_CORE,draw,draw,3.15,False,-100.0,0.0,,3.15,4.35,0.16666666666666666,0.5,1.3333333333333333,0.39285714285714285,0.3333333333333333,1.0
202411240002,2024-11-24,韩职,光州FC,全北现代,DRAW_V32_CORE,draw,draw,3.1,True,210.0,0.0,4,3.1,4.3,0.0,0.3333333333333333,1.0,0.18518518518518517,0.5,1.5
202411240001,2024-11-24,韩职,大田市民,济州SK,DRAW_V32_CORE,draw,draw,3.15,False,-100.0,0.25,,3.15,3.7,0.3333333333333333,0.16666666666666666,1.0,0.2,0.5,1.0
202411306014,2024-11-30,意甲,科莫,蒙扎,DRAW_V32_CORE,draw,draw,3.1,True,210.0,0.5,4,3.1,3.3,0.0,0.3333333333333333,1.1666666666666667,0.3076923076923077,0.5,1.5
202411306013,2024-11-30,英冠,布莱克本,利兹联,DRAW_V32_CORE,draw,draw,3.55,False,-100.0,-0.75,7,3.55,3.3,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.17647058823529413,0.5,1.3333333333333335
202411306010,2024-11-30,英冠,沃特福德,女王巡游,DRAW_V32_CORE,draw,draw,3.5,True,250.0,0.5,,3.5,3.43,0.5,0.0,1.1666666666666667,0.17391304347826086,0.6666666666666666,1.5
202411306007,2024-11-30,德乙,不伦瑞克,雷根斯堡,DRAW_V32_CORE,draw,draw,3.75,True,275.0,0.75,,3.75,3.3,0.0,0.16666666666666666,2.3333333333333335,0.06666666666666667,0.5,1.1666666666666665
202411306002,2024-11-30,日职,町田泽维,京都,DRAW_V32_CORE,draw,draw,3.9,False,-100.0,0.75,,3.9,3.4,0.0,0.16666666666666666,0.6666666666666666,0.2,0.5,1.1666666666666665
202412010021,2024-12-01,法甲,蒙彼利埃,里尔,DRAW_V32_CORE,draw,draw,3.6,True,260.0,-0.75,13,3.6,3.56,0.0,0.0,0.8333333333333334,0.24242424242424243,0.6666666666666666,1.0
202412010002,2024-12-01,澳超,西部联,墨胜利,DRAW_V32_CORE,draw,draw,3.75,False,-100.0,-0.75,,3.75,3.5,0.0,0.3333333333333333,0.6666666666666666,0.1875,0.6666666666666666,1.1666666666666665
202412080025,2024-12-08,荷乙,埃门,SBV精英,DRAW_V32_CORE,draw,draw,3.35,True,235.0,0.0,,3.35,4.0,0.16666666666666666,0.0,0.16666666666666666,0.05555555555555555,0.8333333333333334,1.0
202412080017,2024-12-08,英超,伊普斯,伯恩茅斯,DRAW_V32_CORE,draw,draw,3.52,False,-100.0,-0.5,,3.52,3.6,0.16666666666666666,0.3333333333333333,1.5,1.0,0.0,1.0
202412080010,2024-12-08,德乙,杜塞多夫,不伦瑞克,DRAW_V32_CORE,draw,draw,3.55,False,-100.0,0.5,,3.55,3.47,0.0,0.16666666666666666,1.0,0.43478260869565216,0.16666666666666666,1.1666666666666665
